artists,popularity,duration_ms,danceability,speechiness,acousticness,valence,tempo,track_genre
4483.0,51.0,258968.0,0.612,0.0299,0.613,0.386,124.881,forro
984.0,54.0,180796.0,0.788,0.0331,0.577,0.942,130.012,forro
29259.0,57.0,162019.0,0.558,0.0549,0.466,0.692,156.002,forro
14680.0,53.0,150937.0,0.754,0.0572,0.744,0.731,131.842,forro
29260.0,56.0,205961.0,0.642,0.0346,0.547,0.887,156.022,forro
12943.0,49.0,188571.0,0.675,0.0328,0.363,0.972,153.987,forro
13750.0,50.0,175716.0,0.683,0.0321,0.707,0.891,148.799,forro
12943.0,49.0,138750.0,0.671,0.0463,0.275,0.914,165.944,forro
29257.0,54.0,167400.0,0.67,0.0441,0.302,0.694,149.962,forro
16830.0,76.0,243960.0,0.507,0.0393,0.0182,0.272,105.013,french
16833.0,72.0,222354.0,0.367,0.0313,0.668,0.0362,121.865,french
16830.0,72.0,343253.0,0.426,0.0322,0.198,0.0822,147.994,french
12368.0,75.0,316280.0,0.375,0.0376,0.815,0.331,95.978,french
12368.0,78.0,246093.0,0.594,0.0428,0.103,0.376,119.991,french
12807.0,60.0,249533.0,0.824,0.0704,0.388,0.418,116.068,french
8622.0,64.0,209708.0,0.792,0.027,0.023,0.54,102.979,french
28445.0,71.0,173750.0,0.808,0.0608,0.108,0.416,108.026,french
12368.0,76.0,213493.0,0.669,0.0489,0.184,0.327,114.926,french
26862.0,53.0,333333.0,0.732,0.0475,0.232,0.334,152.634,french
5747.0,89.0,240693.0,0.647,0.0593,0.0655,0.386,79.975,funk
5541.0,75.0,251088.0,0.72,0.0523,0.406,0.742,101.965,funk
1830.0,2.0,157837.0,0.759,0.0384,0.0477,0.436,111.902,funk
1824.0,0.0,193805.0,0.813,0.0847,0.15,0.397,91.988,funk
1830.0,0.0,157837.0,0.759,0.0384,0.0477,0.436,111.902,funk
1824.0,2.0,135046.0,0.594,0.0387,0.00166,0.646,164.163,funk
1830.0,0.0,157837.0,0.759,0.0384,0.0477,0.436,111.902,funk
1830.0,0.0,157837.0,0.759,0.0384,0.0477,0.436,111.902,funk
1830.0,0.0,157837.0,0.759,0.0384,0.0477,0.436,111.902,funk
1824.0,0.0,193805.0,0.813,0.0847,0.15,0.397,91.988,funk
2095.0,92.0,183956.0,0.464,0.0256,0.136,0.479,67.528,garage
2095.0,88.0,272394.0,0.548,0.0323,0.186,0.405,85.03,garage
17581.0,64.0,304825.0,0.569,0.0839,0.514,0.143,115.055,garage
2095.0,88.0,253586.0,0.526,0.0568,0.00287,0.248,140.266,garage
2095.0,88.0,161123.0,0.691,0.0368,0.0483,0.8,92.004,garage
18723.0,78.0,177493.0,0.546,0.0287,0.153,0.415,73.369,garage
2095.0,83.0,201726.0,0.288,0.0371,0.00616,0.619,97.094,garage
2095.0,69.0,152613.0,0.462,0.0347,0.215,0.64,113.719,garage
2095.0,71.0,243131.0,0.505,0.0297,0.33,0.599,115.013,garage
2095.0,76.0,257563.0,0.665,0.033,0.123,0.587,97.975,garage
30512.0,76.0,210090.0,0.69,0.0622,0.253,0.544,102.04,german
30529.0,80.0,184732.0,0.753,0.0449,0.171,0.437,107.01,german
11343.0,74.0,126959.0,0.18,0.042,0.951,0.048,94.079,german
23206.0,5.0,190217.0,0.609,0.0694,0.0246,0.202,122.958,german
23206.0,1.0,190217.0,0.609,0.0694,0.0246,0.202,122.958,german
23206.0,0.0,190217.0,0.609,0.0694,0.0246,0.202,122.958,german
23218.0,0.0,201700.0,0.534,0.0629,0.00633,0.415,125.99,german
23209.0,3.0,219043.0,0.635,0.0578,0.0187,0.641,123.065,german
23218.0,0.0,201700.0,0.534,0.0629,0.00633,0.415,125.99,german
23218.0,1.0,201700.0,0.534,0.0629,0.00633,0.415,125.99,german
13224.0,49.0,167850.0,0.647,0.0413,0.237,0.521,118.963,gospel
14920.0,50.0,276178.0,0.412,0.0315,0.0595,0.373,85.425,gospel
12488.0,58.0,314154.0,0.457,0.0315,0.408,0.224,137.956,gospel
20258.0,51.0,427917.0,0.489,0.0362,0.0405,0.18,131.963,gospel
4780.0,50.0,408805.0,0.274,0.0663,0.0657,0.212,134.471,gospel
16703.0,52.0,255600.0,0.396,0.0344,0.615,0.739,62.518,gospel
12494.0,57.0,538613.0,0.368,0.0448,0.598,0.183,133.879,gospel
13151.0,58.0,418698.0,0.423,0.0344,0.0206,0.166,135.906,gospel
4809.0,51.0,334692.0,0.292,0.0395,0.56,0.182,136.085,gospel
4777.0,51.0,445970.0,0.364,0.0356,0.0217,0.0886,133.784,gospel
5821.0,51.0,430733.0,0.428,0.0666,7.16e-05,0.225,118.306,goth
27249.0,56.0,166493.0,0.707,0.0303,0.19,0.746,120.028,goth
13757.0,67.0,266906.0,0.714,0.0388,0.726,0.314,129.984,goth
13757.0,66.0,160240.0,0.554,0.0338,0.974,0.314,87.956,goth
29771.0,57.0,290946.0,0.234,0.0446,0.199,0.12,152.972,goth
12000.0,45.0,321712.0,0.257,0.0302,0.882,0.361,144.96,goth
12000.0,44.0,281890.0,0.495,0.0451,0.000121,0.466,127.962,goth
12000.0,40.0,241382.0,0.718,0.069,0.483,0.514,123.976,goth
13757.0,0.0,266906.0,0.714,0.0388,0.726,0.314,129.984,goth
12000.0,41.0,149840.0,0.341,0.0319,0.942,0.291,79.681,goth
7273.0,21.0,48333.0,0.302,0.13,3.47e-05,0.0652,116.578,grindcore
1933.0,18.0,105186.0,0.373,0.209,1.23e-06,0.0992,129.604,grindcore
29006.0,21.0,141294.0,0.174,0.161,1.19e-06,0.0773,143.825,grindcore
11525.0,20.0,235358.0,0.216,0.113,7.26e-06,0.124,139.737,grindcore
12337.0,19.0,168040.0,0.312,0.111,0.000129,0.291,96.964,grindcore
11799.0,25.0,103492.0,0.252,0.0403,1.21e-05,0.357,133.303,grindcore
11799.0,22.0,55132.0,0.3,0.111,0.000182,0.425,72.579,grindcore
7273.0,28.0,70960.0,0.234,0.0542,3.19e-06,0.0771,66.787,grindcore
17345.0,23.0,67266.0,0.444,0.0607,8.5e-05,0.269,114.783,grindcore
24767.0,24.0,70682.0,0.272,0.127,5.48e-06,0.433,141.935,grindcore
12863.0,90.0,186661.0,0.847,0.0493,0.0127,0.692,125.004,groove
19665.0,71.0,188260.0,0.629,0.0408,0.129,0.645,124.999,groove
12868.0,63.0,194523.0,0.842,0.109,0.00579,0.594,125.995,groove
7751.0,63.0,234440.0,0.851,0.0377,0.0259,0.236,123.033,groove
21053.0,70.0,242015.0,0.726,0.0414,0.137,0.0742,119.984,groove
12865.0,68.0,188640.0,0.73,0.0427,0.00806,0.694,124.957,groove
7752.0,70.0,188592.0,0.609,0.0617,0.00124,0.238,128.001,groove
12863.0,0.0,186661.0,0.847,0.0493,0.0127,0.692,125.004,groove
21055.0,70.0,182700.0,0.787,0.0297,0.106,0.544,119.953,groove
12863.0,2.0,186661.0,0.847,0.0493,0.0127,0.692,125.004,groove
20020.0,76.0,232146.0,0.427,0.0317,0.745,0.0668,105.218,grunge
16049.0,85.0,216880.0,0.556,0.0584,0.00958,0.4,105.143,grunge
16049.0,83.0,185586.0,0.496,0.0381,0.0046,0.243,110.018,grunge
16049.0,42.0,231680.0,0.487,0.132,0.0415,0.323,170.005,grunge
16058.0,69.0,169800.0,0.59,0.0706,0.0484,0.438,149.982,grunge
82.0,76.0,238733.0,0.557,0.0252,0.0492,0.233,143.994,grunge
16049.0,75.0,230253.0,0.585,0.0534,0.0143,0.585,110.006,grunge
16049.0,55.0,209306.0,0.514,0.0363,0.213,0.18,80.401,grunge
16049.0,73.0,205400.0,0.615,0.0278,0.0686,0.685,108.0,grunge
20020.0,79.0,218920.0,0.5,0.0388,0.00016,0.539,120.125,grunge
10388.0,71.0,242678.0,0.553,0.0306,0.764,0.345,136.628,guitar
12175.0,55.0,116791.0,0.631,0.101,0.58,0.418,203.953,guitar
1584.0,56.0,129750.0,0.706,0.0391,0.827,0.414,110.154,guitar
9516.0,56.0,191869.0,0.511,0.0769,0.987,0.13,95.946,guitar
1584.0,54.0,169728.0,0.795,0.0461,0.742,0.609,91.803,guitar
9516.0,51.0,178445.0,0.512,0.0819,0.994,0.261,145.243,guitar
22045.0,48.0,160644.0,0.682,0.0337,0.877,0.258,124.027,guitar
13702.0,40.0,188695.0,0.739,0.059,0.969,0.557,80.64,guitar
1584.0,37.0,186738.0,0.408,0.0404,0.875,0.35,143.651,guitar
13377.0,52.0,202533.0,0.575,0.0326,0.484,0.394,144.366,guitar
27520.0,65.0,201451.0,0.569,0.224,0.198,0.461,100.02,happy
6765.0,59.0,160212.0,0.487,0.094,0.000595,0.161,160.046,happy
23702.0,55.0,185830.0,0.496,0.393,0.000799,0.422,174.944,happy
6757.0,62.0,271058.0,0.531,0.107,0.0316,0.34,169.955,happy
10272.0,57.0,176051.0,0.532,0.215,0.0102,0.385,169.962,happy
23702.0,58.0,260530.0,0.485,0.116,0.00792,0.432,175.074,happy
10277.0,56.0,158158.0,0.496,0.0474,0.000291,0.391,150.008,happy
24441.0,57.0,174291.0,0.504,0.126,0.33,0.295,169.886,happy
26082.0,47.0,314653.0,0.489,0.0456,0.0145,0.0489,144.011,happy
6758.0,57.0,222400.0,0.478,0.0403,0.0431,0.289,149.671,happy
10545.0,88.0,244804.0,0.466,0.0447,0.000235,0.561,130.02,hard-rock
11141.0,79.0,336000.0,0.496,0.0415,0.0211,0.378,132.41,hard-rock
705.0,82.0,266960.0,0.307,0.029,0.388,0.224,160.9,hard-rock
11141.0,84.0,354520.0,0.454,0.0448,0.0866,0.629,125.116,hard-rock
18420.0,80.0,388266.0,0.553,0.0263,0.0458,0.158,142.352,hard-rock
319.0,84.0,292880.0,0.502,0.0364,0.000147,0.259,133.52,hard-rock
24446.0,79.0,312360.0,0.452,0.0351,0.315,0.246,151.505,hard-rock
15696.0,78.0,146250.0,0.564,0.0554,0.013,0.619,112.937,hard-rock
11141.0,79.0,405640.0,0.273,0.0843,0.0169,0.472,100.271,hard-rock
11141.0,81.0,536066.0,0.294,0.0291,0.0163,0.226,79.759,hard-rock
9270.0,66.0,191942.0,0.536,0.386,0.062,0.393,117.139,hardcore
5925.0,76.0,184760.0,0.522,0.0379,0.000164,0.0364,137.939,hardcore
26986.0,72.0,212293.0,0.935,0.31,0.156,0.884,96.97,hardcore
27437.0,80.0,229826.0,0.901,0.28,0.145,0.67,93.941,hardcore
6434.0,74.0,217586.0,0.761,0.183,0.0135,0.673,95.027,hardcore
12025.0,62.0,225883.0,0.455,0.0415,0.0067,0.378,89.966,hardcore
27437.0,79.0,252746.0,0.78,0.273,0.43,0.773,84.492,hardcore
5925.0,4.0,184760.0,0.522,0.0379,0.000164,0.0364,137.954,hardcore
5925.0,6.0,192000.0,0.52,0.0768,0.0827,0.0856,115.882,hardcore
9670.0,51.0,244153.0,0.489,0.0332,0.101,0.311,129.992,hardcore
27520.0,65.0,201451.0,0.569,0.224,0.198,0.461,100.02,hardstyle
11564.0,50.0,182343.0,0.331,0.452,0.0367,0.389,191.112,hardstyle
22550.0,61.0,289548.0,0.436,0.0615,0.0542,0.0383,155.051,hardstyle
6068.0,64.0,236903.0,0.459,0.0777,0.0191,0.399,155.023,hardstyle
28197.0,70.0,194921.0,0.319,0.0544,0.0368,0.202,149.652,hardstyle
16870.0,38.0,240158.0,0.47,0.0442,0.0235,0.119,151.79,hardstyle
11985.0,56.0,270967.0,0.552,0.0607,0.0207,0.451,155.022,hardstyle
22787.0,65.0,153328.0,0.602,0.0502,0.0396,0.812,149.933,hardstyle
4091.0,57.0,192500.0,0.552,0.0306,0.298,0.287,149.907,hardstyle
6069.0,65.0,236800.0,0.515,0.0478,0.0044,0.284,150.051,hardstyle
29939.0,37.0,379133.0,0.25,0.419,0.0034,0.0595,156.341,heavy-metal
23036.0,41.0,247253.0,0.522,0.0308,0.000157,0.538,96.177,heavy-metal
16300.0,35.0,283376.0,0.424,0.0308,7.29e-06,0.245,92.718,heavy-metal
6945.0,35.0,266800.0,0.405,0.088,0.000773,0.275,170.062,heavy-metal
23036.0,40.0,302586.0,0.512,0.0365,1.8e-05,0.374,127.616,heavy-metal
2389.0,36.0,300328.0,0.507,0.0568,0.000168,0.759,75.002,heavy-metal
22640.0,37.0,307693.0,0.535,0.0344,0.0224,0.32,117.652,heavy-metal
1261.0,41.0,243106.0,0.58,0.0756,0.000384,0.576,116.936,heavy-metal
25785.0,37.0,222726.0,0.452,0.0459,4.06e-05,0.354,130.161,heavy-metal
20983.0,37.0,266493.0,0.423,0.0793,0.00334,0.49,143.244,heavy-metal
389.0,83.0,177391.0,0.86,0.0325,0.165,0.952,114.984,hip-hop
25044.0,83.0,170387.0,0.768,0.0431,0.24,0.722,137.034,hip-hop
25045.0,82.0,148188.0,0.711,0.233,0.00487,0.674,180.219,hip-hop
403.0,77.0,206060.0,0.796,0.0545,0.416,0.304,98.967,hip-hop
27316.0,89.0,141805.0,0.591,0.0483,0.0383,0.478,169.928,hip-hop
4982.0,75.0,131077.0,0.847,0.0663,0.325,0.495,98.062,hip-hop
401.0,71.0,233666.0,0.811,0.0353,0.0947,0.925,117.979,hip-hop
401.0,71.0,229510.0,0.723,0.0359,0.137,0.0383,101.139,hip-hop
25044.0,76.0,200658.0,0.828,0.091,0.214,0.605,93.021,hip-hop
389.0,72.0,199420.0,0.761,0.0854,0.193,0.555,92.52,hip-hop
10418.0,54.0,197400.0,0.333,0.0366,0.785,0.398,144.788,honky-tonk
11329.0,50.0,174293.0,0.785,0.0377,0.801,0.913,141.167,honky-tonk
11329.0,38.0,175360.0,0.784,0.0383,0.797,0.898,141.185,honky-tonk
11329.0,46.0,121066.0,0.575,0.0489,0.975,0.472,76.319,honky-tonk
10418.0,46.0,137960.0,0.435,0.0276,0.449,0.49,94.292,honky-tonk
10430.0,22.0,139466.0,0.414,0.0305,0.885,0.472,67.209,honky-tonk
9795.0,27.0,196481.0,0.763,0.0335,0.973,0.747,132.394,honky-tonk
10418.0,54.0,195333.0,0.43,0.0321,0.594,0.365,72.103,honky-tonk
11329.0,55.0,176893.0,0.777,0.0401,0.805,0.887,140.962,honky-tonk
11329.0,50.0,121733.0,0.472,0.0649,0.971,0.488,80.458,honky-tonk
27069.0,84.0,244960.0,0.748,0.0338,0.414,0.661,95.01,house
28406.0,81.0,162802.0,0.841,0.0379,0.418,0.808,124.917,house
4525.0,89.0,214846.0,0.791,0.11,0.037,0.592,123.994,house
932.0,74.0,193797.0,0.509,0.102,0.0209,0.297,170.087,house
17723.0,83.0,214289.0,0.687,0.0452,0.191,0.671,100.015,house
17720.0,79.0,202620.0,0.626,0.0504,0.205,0.534,95.079,house
1277.0,70.0,158400.0,0.626,0.0269,0.00998,0.317,100.015,house
15203.0,77.0,220780.0,0.64,0.0706,0.119,0.515,99.968,house
27070.0,75.0,209880.0,0.528,0.0324,0.126,0.351,100.1,house
17771.0,79.0,195706.0,0.501,0.0409,0.109,0.168,133.99,house
24578.0,70.0,303660.0,0.544,0.0712,0.193,0.294,109.769,idm
15224.0,56.0,213204.0,0.702,0.0478,0.629,0.189,114.077,idm
24576.0,38.0,215208.0,0.619,0.0333,0.148,0.373,126.993,idm
15224.0,44.0,179439.0,0.601,0.0373,0.984,0.15,107.003,idm
15224.0,42.0,108148.0,0.442,0.0456,0.164,0.245,110.227,idm
20358.0,37.0,302465.0,0.32,0.0315,0.957,0.025,145.964,idm
12500.0,44.0,307896.0,0.612,0.0521,0.539,0.0693,91.016,idm
15224.0,47.0,236719.0,0.587,0.0326,0.513,0.0388,115.201,idm
30185.0,44.0,347250.0,0.855,0.137,0.653,0.924,123.036,idm
21813.0,2.0,194333.0,0.565,0.0281,0.595,0.592,90.016,idm
2007.0,71.0,217241.0,0.6,0.0292,0.871,0.342,86.97,indian
21887.0,88.0,268164.0,0.577,0.0278,0.572,0.436,94.009,indian
20277.0,73.0,219686.0,0.751,0.0359,0.342,0.359,119.014,indian
9240.0,70.0,287573.0,0.78,0.0851,0.455,0.788,124.007,indian
24057.0,71.0,379768.0,0.586,0.0328,0.779,0.494,99.994,indian
21810.0,70.0,197549.0,0.558,0.0256,0.0285,0.444,107.047,indian
21887.0,51.0,285000.0,0.34,0.0379,0.798,0.268,151.383,indian
21952.0,74.0,321225.0,0.609,0.0273,0.328,0.608,130.015,indian
21888.0,79.0,279107.0,0.534,0.0427,0.634,0.439,112.062,indian
21884.0,73.0,311186.0,0.57,0.035,0.524,0.435,117.999,indian
11508.0,63.0,198857.0,0.577,0.0302,0.467,0.401,104.938,indie
30163.0,82.0,197473.0,0.551,0.0732,0.522,0.509,106.772,indie
2007.0,71.0,217241.0,0.6,0.0292,0.871,0.342,86.97,indie
2095.0,92.0,183956.0,0.464,0.0256,0.136,0.479,67.528,indie
5442.0,84.0,290616.0,0.37,0.0273,0.0205,0.182,94.485,indie
23076.0,63.0,193425.0,0.659,0.107,0.106,0.338,84.761,indie
499.0,66.0,168300.0,0.462,0.0988,0.794,0.187,99.662,indie
9240.0,70.0,287573.0,0.78,0.0851,0.455,0.788,124.007,indie
27747.0,63.0,218550.0,0.653,0.0351,0.546,0.472,100.018,indie
15418.0,83.0,91869.0,0.574,0.0409,0.0448,0.226,144.654,indie
19347.0,57.0,221666.0,0.613,0.0343,0.275,0.327,144.106,indie-pop
12693.0,81.0,209259.0,0.515,0.0322,0.653,0.153,94.467,indie-pop
11508.0,63.0,198857.0,0.577,0.0302,0.467,0.401,104.938,indie-pop
5442.0,84.0,290616.0,0.37,0.0273,0.0205,0.182,94.485,indie-pop
10760.0,85.0,238805.0,0.761,0.0944,0.44,0.531,80.87,indie-pop
23076.0,63.0,193425.0,0.659,0.107,0.106,0.338,84.761,indie-pop
499.0,66.0,168300.0,0.462,0.0988,0.794,0.187,99.662,indie-pop
11302.0,78.0,201660.0,0.752,0.0705,0.297,0.533,136.041,indie-pop
20274.0,61.0,60000.0,0.582,0.0378,0.556,0.074,138.028,indie-pop
27747.0,63.0,218550.0,0.653,0.0351,0.546,0.472,100.018,indie-pop
17594.0,55.0,336487.0,0.593,0.0379,0.00989,0.511,59.996,industrial
17594.0,70.0,293293.0,0.392,0.0326,0.0048,0.129,92.698,industrial
22531.0,75.0,234226.0,0.64,0.0385,0.00369,0.716,125.105,industrial
22531.0,74.0,272440.0,0.51,0.0854,0.0054,0.313,75.098,industrial
22531.0,77.0,322339.0,0.521,0.0442,5.54e-05,0.237,120.117,industrial
17594.0,0.0,216735.0,0.611,0.0733,0.00119,0.408,96.875,industrial
17594.0,0.0,240213.0,0.373,0.0528,0.000999,0.235,137.084,industrial
12683.0,1.0,224051.0,0.875,0.251,0.604,0.695,124.011,industrial
17594.0,0.0,293293.0,0.221,0.0379,0.0039,0.101,186.044,industrial
17594.0,1.0,216735.0,0.611,0.0733,0.00119,0.408,96.875,industrial
5911.0,29.0,471041.0,0.3,0.032,0.00833,0.0595,140.112,iranian
5911.0,27.0,366619.0,0.455,0.042,0.977,0.115,130.036,iranian
1300.0,11.0,389548.0,0.235,0.0646,0.777,0.0756,116.927,iranian
21737.0,12.0,384309.0,0.162,0.0377,0.969,0.0486,135.527,iranian
21737.0,16.0,62834.0,0.2,0.0515,0.996,0.106,69.984,iranian
5695.0,13.0,314040.0,0.462,0.0501,0.000562,0.18,90.009,iranian
21739.0,12.0,428800.0,0.198,0.0398,0.985,0.0412,57.423,iranian
1300.0,19.0,81750.0,0.0566,0.0622,0.169,0.0303,206.139,iranian
1300.0,15.0,342000.0,0.134,0.0376,0.177,0.0401,77.296,iranian
1300.0,15.0,248000.0,0.0624,0.14,0.722,0.0386,73.258,iranian
376.0,71.0,166000.0,0.733,0.301,0.575,0.485,88.742,j-dance
22195.0,59.0,215973.0,0.521,0.179,0.034,0.607,169.842,j-dance
9466.0,74.0,196693.0,0.618,0.318,0.00256,0.603,190.05,j-dance
9462.0,74.0,222093.0,0.746,0.128,0.0244,0.817,148.075,j-dance
14958.0,61.0,230151.0,0.856,0.0779,0.178,0.902,100.98,j-dance
21694.0,64.0,259651.0,0.571,0.17,0.478,0.635,106.253,j-dance
376.0,34.0,166000.0,0.733,0.301,0.575,0.485,88.742,j-dance
9065.0,29.0,214320.0,0.492,0.033,0.366,0.469,77.422,j-dance
5060.0,62.0,195813.0,0.724,0.046,0.0248,0.84,100.999,j-dance
9465.0,66.0,213053.0,0.748,0.0531,0.00419,0.537,128.077,j-dance
20069.0,57.0,236293.0,0.555,0.0481,0.484,0.813,92.487,j-idol
23737.0,55.0,224626.0,0.502,0.063,0.00831,0.695,167.908,j-idol
17618.0,65.0,294493.0,0.648,0.034,0.0747,0.857,102.517,j-idol
24593.0,56.0,232338.0,0.404,0.193,0.00139,0.38,185.051,j-idol
24593.0,53.0,230457.0,0.413,0.205,0.00123,0.362,185.034,j-idol
23737.0,52.0,277280.0,0.459,0.053,0.0505,0.579,82.61,j-idol
23737.0,54.0,191506.0,0.588,0.0304,0.00476,0.887,135.786,j-idol
10151.0,42.0,238133.0,0.535,0.0625,0.034,0.812,157.03,j-idol
24591.0,33.0,246720.0,0.575,0.0275,0.767,0.421,134.229,j-idol
2691.0,59.0,230613.0,0.616,0.0825,0.000282,0.44,109.978,j-idol
30030.0,74.0,261013.0,0.67,0.0305,0.00231,0.789,130.041,j-pop
22297.0,68.0,236390.0,0.571,0.0305,0.615,0.342,78.025,j-pop
10021.0,85.0,185573.0,0.6,0.0452,0.166,0.519,158.078,j-pop
14158.0,73.0,240133.0,0.436,0.0507,1.03e-05,0.384,91.481,j-pop
26498.0,73.0,238360.0,0.508,0.0862,0.0495,0.332,135.014,j-pop
18473.0,73.0,237333.0,0.535,0.037,0.533,0.477,115.144,j-pop
10021.0,0.0,185573.0,0.6,0.0452,0.166,0.519,158.078,j-pop
31268.0,70.0,161561.0,0.707,0.0296,0.895,0.583,129.97,j-pop
22296.0,66.0,537653.0,0.372,0.0339,0.687,0.287,123.993,j-pop
12224.0,70.0,215706.0,0.536,0.0558,0.121,0.849,152.076,j-pop
22297.0,68.0,236390.0,0.571,0.0305,0.615,0.342,78.025,j-rock
19191.0,69.0,212546.0,0.529,0.0581,0.00955,0.695,92.466,j-rock
14158.0,73.0,240133.0,0.436,0.0507,1.03e-05,0.384,91.481,j-rock
26498.0,73.0,238360.0,0.508,0.0862,0.0495,0.332,135.014,j-rock
173.0,63.0,350200.0,0.348,0.0324,0.171,0.3,171.637,j-rock
25050.0,73.0,220799.0,0.459,0.0688,5.62e-05,0.494,144.852,j-rock
26285.0,64.0,192400.0,0.468,0.114,0.00364,0.31,94.926,j-rock
2766.0,65.0,224213.0,0.534,0.077,0.00204,0.573,95.008,j-rock
22296.0,66.0,537653.0,0.372,0.0339,0.687,0.287,123.993,j-rock
24974.0,66.0,280466.0,0.473,0.0704,0.00916,0.416,144.014,j-rock
11027.0,77.0,438493.0,0.749,0.105,0.41,0.585,95.818,jazz
18473.0,73.0,237333.0,0.535,0.037,0.533,0.477,115.144,jazz
18473.0,74.0,188066.0,0.713,0.0313,0.753,0.737,125.959,jazz
24873.0,59.0,482586.0,0.484,0.164,0.365,0.68,91.975,jazz
11441.0,56.0,344234.0,0.669,0.0277,0.493,0.376,114.969,jazz
18473.0,1.0,237333.0,0.535,0.037,0.533,0.477,115.146,jazz
18473.0,2.0,119786.0,0.649,0.0428,0.865,0.699,151.251,jazz
18476.0,2.0,284373.0,0.644,0.0391,0.778,0.577,116.042,jazz
18473.0,2.0,119786.0,0.649,0.0428,0.865,0.699,151.251,jazz
18473.0,2.0,271786.0,0.36,0.0488,0.59,0.346,198.154,jazz
1199.0,73.0,341054.0,0.562,0.0326,0.557,0.415,122.925,k-pop
15278.0,78.0,168227.0,0.826,0.234,0.163,0.4,140.037,k-pop
5916.0,83.0,177302.0,0.738,0.249,0.157,0.74,95.035,k-pop
12652.0,73.0,169566.0,0.752,0.0869,0.0861,0.388,95.043,k-pop
2785.0,80.0,229773.0,0.645,0.0845,0.0933,0.803,119.947,k-pop
13870.0,32.0,288020.0,0.273,0.0579,0.265,0.138,88.045,k-pop
15278.0,73.0,200689.0,0.804,0.0898,0.0267,0.854,150.076,k-pop
7309.0,77.0,142258.0,0.789,0.0424,0.604,0.877,124.029,k-pop
2783.0,79.0,207481.0,0.566,0.0424,0.00691,0.45,81.068,k-pop
1198.0,31.0,245000.0,0.42,0.0325,0.942,0.193,107.862,k-pop
7857.0,43.0,42466.0,0.711,0.238,0.451,0.851,119.027,kids
19169.0,52.0,222080.0,0.856,0.146,0.041,0.805,131.003,kids
28726.0,24.0,241173.0,0.717,0.0365,0.184,0.967,126.147,kids
7268.0,48.0,180244.0,0.625,0.0266,0.412,0.324,83.992,kids
5967.0,63.0,231360.0,0.785,0.237,0.191,0.861,71.774,kids
21127.0,49.0,140546.0,0.847,0.105,0.278,0.709,109.965,kids
7857.0,46.0,147133.0,0.587,0.0292,0.0991,0.963,108.453,kids
26907.0,50.0,184992.0,0.899,0.371,0.41,0.576,130.84,kids
3169.0,51.0,76888.0,0.8,0.293,0.276,0.487,135.034,kids
27466.0,38.0,67266.0,0.976,0.105,0.511,0.692,109.951,kids
6511.0,0.0,192477.0,0.812,0.0554,0.0789,0.573,90.04,latin
6513.0,8.0,182413.0,0.843,0.247,0.0028,0.571,125.071,latin
6524.0,0.0,193226.0,0.737,0.0594,0.11,0.656,93.989,latin
6511.0,5.0,192477.0,0.812,0.0554,0.0789,0.573,90.04,latin
6521.0,7.0,240266.0,0.771,0.155,0.11,0.858,163.978,latin
6511.0,2.0,192477.0,0.812,0.0554,0.0789,0.573,90.04,latin
6511.0,2.0,192477.0,0.812,0.0554,0.0789,0.573,90.04,latin
6511.0,3.0,192477.0,0.812,0.0554,0.0789,0.573,90.04,latin
6511.0,5.0,279613.0,0.734,0.0321,0.196,0.199,130.025,latin
6511.0,0.0,192477.0,0.812,0.0554,0.0789,0.573,90.04,latin
9306.0,6.0,171880.0,0.709,0.171,0.034,0.541,170.082,latino
9306.0,1.0,155533.0,0.876,0.139,0.0524,0.462,113.995,latino
9306.0,7.0,189613.0,0.735,0.124,0.18,0.561,171.883,latino
9306.0,4.0,171880.0,0.709,0.171,0.034,0.541,170.082,latino
9306.0,4.0,167760.0,0.705,0.0674,0.257,0.569,163.893,latino
9306.0,3.0,171880.0,0.709,0.171,0.034,0.541,170.082,latino
9306.0,2.0,171880.0,0.709,0.171,0.034,0.541,170.082,latino
9306.0,6.0,167760.0,0.705,0.0674,0.257,0.569,163.893,latino
9306.0,5.0,155960.0,0.865,0.0678,0.0863,0.563,94.999,latino
2859.0,0.0,210367.0,0.817,0.0621,0.0141,0.158,97.061,latino
17938.0,57.0,236143.0,0.707,0.234,0.537,0.612,187.927,malay
21534.0,58.0,167000.0,0.567,0.0502,0.684,0.21,120.014,malay
24401.0,53.0,116923.0,0.386,0.0412,0.921,0.389,155.988,malay
10909.0,53.0,153250.0,0.599,0.0352,0.462,0.184,129.991,malay
24015.0,49.0,318902.0,0.304,0.0332,0.68,0.128,150.011,malay
14135.0,58.0,323179.0,0.344,0.0361,0.833,0.525,83.927,malay
23917.0,51.0,294604.0,0.847,0.0718,0.42,0.436,99.996,malay
10909.0,56.0,267876.0,0.549,0.0288,0.863,0.506,129.866,malay
11531.0,56.0,192810.0,0.887,0.149,0.229,0.422,145.057,malay
14130.0,50.0,280832.0,0.577,0.0414,0.664,0.341,144.904,malay
12660.0,55.0,254800.0,0.56,0.0816,0.223,0.279,100.077,mandopop
31298.0,58.0,258786.0,0.643,0.037,0.0249,0.792,99.016,mandopop
13036.0,59.0,237346.0,0.689,0.0251,0.221,0.543,108.01,mandopop
26647.0,61.0,206586.0,0.476,0.0251,0.104,0.492,176.018,mandopop
13036.0,60.0,294240.0,0.456,0.0273,0.0133,0.3,133.917,mandopop
