explicit,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,track_genre
0.0,0.705,0.562,0.0674,0.257,0.0,0.137,0.569,4.0,68
1.0,0.709,0.56,0.171,0.034,0.0,0.315,0.541,4.0,68
1.0,0.709,0.56,0.171,0.034,0.0,0.315,0.541,4.0,68
0.0,0.705,0.562,0.0674,0.257,0.0,0.137,0.569,4.0,68
0.0,0.865,0.573,0.0678,0.0863,0.0,0.305,0.563,4.0,68
0.0,0.817,0.539,0.0621,0.0141,0.000496,0.099,0.158,4.0,68
0.0,0.707,0.795,0.234,0.537,0.0,0.0922,0.612,4.0,69
0.0,0.567,0.573,0.0502,0.684,0.444,0.108,0.21,4.0,69
0.0,0.386,0.176,0.0412,0.921,0.0234,0.133,0.389,4.0,69
0.0,0.599,0.56,0.0352,0.462,0.00178,0.12,0.184,4.0,69
0.0,0.304,0.468,0.0332,0.68,7.09e-05,0.133,0.128,3.0,69
0.0,0.344,0.328,0.0361,0.833,1.29e-06,0.0731,0.525,4.0,69
0.0,0.847,0.511,0.0718,0.42,2.81e-05,0.117,0.436,4.0,69
0.0,0.549,0.457,0.0288,0.863,0.0789,0.0938,0.506,4.0,69
0.0,0.887,0.634,0.149,0.229,0.0,0.0931,0.422,4.0,69
0.0,0.577,0.513,0.0414,0.664,2.27e-06,0.328,0.341,3.0,69
0.0,0.56,0.75,0.0816,0.223,0.427,0.204,0.279,4.0,70
0.0,0.643,0.8,0.037,0.0249,0.000329,0.21,0.792,4.0,70
0.0,0.689,0.497,0.0251,0.221,0.0,0.108,0.543,4.0,70
0.0,0.476,0.659,0.0251,0.104,0.0,0.232,0.492,4.0,70
0.0,0.456,0.617,0.0273,0.0133,5.95e-05,0.116,0.3,4.0,70
0.0,0.289,0.43,0.0332,0.624,0.0,0.101,0.531,4.0,70
0.0,0.547,0.567,0.0242,0.276,0.000548,0.104,0.399,4.0,70
0.0,0.744,0.59,0.0394,0.612,0.0,0.0999,0.564,4.0,70
0.0,0.769,0.595,0.0416,0.0447,0.0,0.107,0.326,4.0,70
0.0,0.711,0.576,0.0574,0.287,0.0,0.0712,0.388,4.0,70
0.0,0.466,0.9,0.0447,0.000235,0.00104,0.103,0.561,4.0,71
0.0,0.556,0.864,0.0584,0.00958,0.0,0.209,0.4,4.0,71
1.0,0.15,0.859,0.0595,0.00201,0.194,0.387,0.354,5.0,71
0.0,0.496,0.863,0.0381,0.0046,0.0,0.639,0.243,4.0,71
1.0,0.454,0.91,0.0448,0.0866,0.0996,0.116,0.629,4.0,71
0.0,0.467,0.9,0.0451,0.000187,0.000493,0.105,0.554,4.0,71
0.0,0.467,0.9,0.0451,0.000187,0.000493,0.105,0.554,4.0,71
0.0,0.467,0.9,0.0451,0.000187,0.000493,0.105,0.554,4.0,71
0.0,0.467,0.9,0.0451,0.000187,0.000493,0.105,0.554,4.0,71
0.0,0.467,0.9,0.0451,0.000187,0.000493,0.105,0.554,4.0,71
0.0,0.459,0.878,0.0688,5.62e-05,0.000307,0.371,0.494,4.0,72
1.0,0.15,0.859,0.0595,0.00201,0.194,0.387,0.354,5.0,72
1.0,0.448,0.825,0.0621,0.00353,0.0,0.108,0.226,4.0,72
0.0,0.405,0.94,0.0844,0.000102,2.79e-05,0.719,0.24,4.0,72
0.0,0.54,0.661,0.0381,0.0765,0.0,0.125,0.506,4.0,72
0.0,0.408,0.875,0.0546,1.68e-05,0.000101,0.264,0.646,4.0,72
0.0,0.227,0.861,0.0628,0.000218,6.23e-06,0.155,0.143,1.0,72
0.0,0.175,0.995,0.211,0.000145,2.5e-06,0.214,0.303,4.0,72
1.0,0.355,0.919,0.356,0.00234,0.000313,0.262,0.259,4.0,72
1.0,0.434,0.929,0.147,0.000207,0.00109,0.0916,0.428,4.0,72
0.0,0.826,0.401,0.117,0.0154,0.795,0.0999,0.0561,4.0,73
0.0,0.709,0.528,0.0407,0.0458,0.896,0.128,0.113,4.0,73
0.0,0.794,0.307,0.0486,0.674,0.935,0.0954,0.171,4.0,73
0.0,0.679,0.707,0.04,0.00634,0.855,0.18,0.258,4.0,73
0.0,0.673,0.644,0.0552,0.0283,0.877,0.0834,0.173,4.0,73
0.0,0.461,0.526,0.0506,0.00142,0.861,0.108,0.0401,4.0,73
0.0,0.644,0.757,0.0388,0.0677,0.864,0.103,0.0462,4.0,73
0.0,0.669,0.619,0.0376,0.00122,0.817,0.0677,0.432,4.0,73
0.0,0.687,0.892,0.0613,0.205,0.814,0.0636,0.197,4.0,73
0.0,0.879,0.456,0.112,0.00551,0.865,0.0819,0.238,4.0,73
0.0,0.765,0.497,0.0402,0.492,0.366,0.143,0.457,4.0,74
0.0,0.72,0.422,0.069,0.474,0.0847,0.155,0.546,4.0,74
0.0,0.632,0.651,0.0401,0.756,3.99e-06,0.726,0.652,4.0,74
0.0,0.61,0.42,0.0462,0.815,0.0,0.123,0.553,4.0,74
0.0,0.58,0.33,0.0295,0.596,1.44e-06,0.0849,0.373,4.0,74
0.0,0.357,0.469,0.043,0.848,0.000239,0.924,0.263,4.0,74
0.0,0.819,0.438,0.303,0.378,0.0,0.37,0.809,4.0,74
0.0,0.581,0.721,0.0441,0.612,0.000358,0.648,0.67,4.0,74
0.0,0.492,0.794,0.046,0.196,2.62e-06,0.873,0.683,4.0,74
0.0,0.633,0.551,0.0427,0.00731,0.123,0.144,0.427,4.0,74
0.0,0.588,0.644,0.0338,0.0928,0.0472,0.092,0.49,4.0,75
0.0,0.605,0.532,0.0337,0.0919,0.000576,0.0762,0.139,4.0,75
0.0,0.303,0.178,0.0467,0.972,0.941,0.0836,0.218,4.0,75
0.0,0.611,0.429,0.0365,0.128,0.468,0.031,0.469,4.0,75
0.0,0.349,0.191,0.0463,0.992,0.936,0.132,0.0414,3.0,75
0.0,0.602,0.722,0.0352,0.0303,0.000208,0.299,0.469,4.0,75
0.0,0.607,0.478,0.0354,0.0866,0.106,0.0983,0.51,4.0,75
0.0,0.315,0.22,0.0514,0.987,0.943,0.0802,0.116,4.0,75
0.0,0.488,0.708,0.0407,0.17,0.272,0.222,0.431,4.0,75
0.0,0.556,0.762,0.0478,0.0225,0.61,0.362,0.332,4.0,75
0.0,0.25,0.136,0.037,0.673,0.000157,0.107,0.0981,4.0,76
0.0,0.327,0.279,0.0291,0.928,0.000144,0.12,0.15,5.0,76
0.0,0.235,0.27,0.0353,0.915,0.0106,0.0956,0.0588,3.0,76
0.0,0.358,0.233,0.0305,0.884,2.8e-06,0.0838,0.167,3.0,76
0.0,0.347,0.499,0.0344,0.756,0.0,0.183,0.345,4.0,76
0.0,0.168,0.306,0.0331,0.828,3.92e-06,0.0969,0.131,4.0,76
0.0,0.347,0.499,0.0344,0.756,0.0,0.183,0.345,4.0,76
0.0,0.15,0.106,0.0426,0.842,0.835,0.111,0.0553,1.0,76
0.0,0.456,0.281,0.0302,0.914,0.000586,0.115,0.259,4.0,76
0.0,0.168,0.306,0.0331,0.828,3.92e-06,0.0969,0.131,4.0,76
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,77
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,77
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,77
0.0,0.594,0.874,0.0387,0.00166,0.0,0.148,0.646,4.0,77
0.0,0.813,0.733,0.0847,0.15,0.00186,0.0909,0.397,4.0,77
0.0,0.813,0.733,0.0847,0.15,0.00186,0.0909,0.397,4.0,77
0.0,0.813,0.733,0.0847,0.15,0.00186,0.0909,0.397,4.0,77
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,77
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,77
0.0,0.759,0.711,0.0384,0.0477,1.19e-06,0.143,0.436,4.0,77
0.0,0.702,0.839,0.0744,0.0232,0.000261,0.0932,0.348,1.0,78
0.0,0.666,0.942,0.0689,0.0307,0.0,0.246,0.832,4.0,78
0.0,0.442,0.922,0.0695,0.00134,0.0,0.432,0.388,4.0,78
0.0,0.607,0.958,0.0866,0.0412,0.0,0.259,0.404,4.0,78
0.0,0.635,0.996,0.069,0.0879,0.0,0.158,0.67,4.0,78
0.0,0.635,0.996,0.069,0.0879,0.0,0.158,0.67,4.0,78
0.0,0.442,0.922,0.0695,0.00134,0.0,0.432,0.388,4.0,78
0.0,0.547,0.813,0.314,0.0514,0.0,0.147,0.388,4.0,78
0.0,0.547,0.813,0.314,0.0514,0.0,0.147,0.388,4.0,78
0.0,0.666,0.942,0.0689,0.0307,0.0,0.246,0.832,4.0,78
0.0,0.704,0.797,0.0475,0.0826,0.000745,0.0546,0.825,4.0,79
0.0,0.629,0.547,0.055,0.72,0.00314,0.0604,0.197,4.0,79
0.0,0.664,0.705,0.0382,0.0654,0.0,0.118,0.477,4.0,79
0.0,0.704,0.797,0.0475,0.0826,0.000745,0.0546,0.825,4.0,79
0.0,0.704,0.797,0.0475,0.0826,0.000745,0.0546,0.825,4.0,79
0.0,0.704,0.797,0.0475,0.0826,0.000745,0.0546,0.825,4.0,79
0.0,0.704,0.797,0.0475,0.0826,0.000745,0.0546,0.825,4.0,79
0.0,0.704,0.797,0.0475,0.0826,0.000745,0.0546,0.825,4.0,79
0.0,0.685,0.699,0.0349,0.317,0.0,0.0895,0.884,4.0,79
0.0,0.697,0.875,0.034,0.137,0.0,0.28,0.774,4.0,79
0.0,0.514,0.73,0.0598,0.00146,9.54e-05,0.0897,0.334,4.0,80
0.0,0.535,0.765,0.0444,0.054,0.0,0.0921,0.373,4.0,80
0.0,0.86,0.541,0.0325,0.165,0.163,0.0663,0.952,4.0,80
1.0,0.733,0.69,0.0427,0.0635,1.18e-06,0.105,0.31,4.0,80
1.0,0.679,0.587,0.276,0.141,6.35e-06,0.137,0.486,4.0,80
0.0,0.796,0.572,0.0545,0.416,2.55e-05,0.0975,0.304,4.0,80
0.0,0.724,0.618,0.0534,0.0533,0.704,0.0886,0.0683,4.0,80
0.0,0.847,0.558,0.0663,0.325,0.0,0.135,0.495,4.0,80
0.0,0.662,0.4,0.0548,0.735,1.65e-05,0.0863,0.617,4.0,80
0.0,0.772,0.649,0.143,0.0724,0.0,0.0761,0.824,4.0,80
0.0,0.535,0.765,0.0444,0.054,0.0,0.0921,0.373,4.0,81
0.0,0.481,0.392,0.0246,0.478,0.0,0.122,0.257,4.0,81
0.0,0.662,0.4,0.0548,0.735,1.65e-05,0.0863,0.617,4.0,81
0.0,0.528,0.449,0.025,0.785,0.0,0.122,0.317,4.0,81
0.0,0.827,0.587,0.113,0.203,0.0,0.0727,0.774,4.0,81
0.0,0.417,0.433,0.0415,0.0726,0.0,0.123,0.207,4.0,81
0.0,0.663,0.478,0.185,0.095,0.0,0.0705,0.341,4.0,81
0.0,0.586,0.532,0.0328,0.779,0.000565,0.124,0.494,4.0,81
0.0,0.695,0.727,0.0323,0.0744,0.000175,0.533,0.864,4.0,81
0.0,0.382,0.632,0.0411,0.391,0.000486,0.0922,0.716,4.0,81
0.0,0.654,0.81,0.0288,0.00719,0.00251,0.165,0.661,4.0,82
0.0,0.643,0.849,0.0526,0.0371,0.0,0.058,0.903,4.0,82
0.0,0.658,0.773,0.0244,0.000901,0.0,0.194,0.66,4.0,82
0.0,0.635,0.551,0.0354,0.00743,1.82e-05,0.07,0.451,4.0,82
0.0,0.196,0.93,0.0519,0.0116,0.00214,0.105,0.566,4.0,82
0.0,0.658,0.773,0.0244,0.000901,0.0,0.194,0.66,4.0,82
0.0,0.635,0.551,0.0354,0.00743,1.82e-05,0.07,0.451,4.0,82
0.0,0.532,0.842,0.0403,0.00131,1.2e-06,0.33,0.715,4.0,82
0.0,0.516,0.818,0.0393,0.00701,0.0,0.337,0.769,4.0,82
0.0,0.555,0.921,0.0369,0.00264,0.000205,0.117,0.775,4.0,82
0.0,0.631,0.927,0.0332,0.199,0.119,0.148,0.465,4.0,83
0.0,0.52,0.761,0.0853,0.256,4.96e-06,0.17,0.286,4.0,83
0.0,0.721,0.738,0.0403,0.00226,4.41e-06,0.118,0.637,4.0,83
0.0,0.687,0.792,0.0452,0.191,0.0,0.167,0.671,4.0,83
0.0,0.912,0.774,0.0455,0.121,0.0127,0.101,0.632,4.0,83
0.0,0.587,0.963,0.0552,0.0656,0.0,0.27,0.491,4.0,83
0.0,0.63,0.633,0.0457,0.00776,0.0,0.0541,0.452,4.0,83
0.0,0.611,0.644,0.0553,0.124,0.0,0.124,0.13,4.0,83
1.0,0.676,0.857,0.0391,0.00149,0.674,0.307,0.0378,4.0,83
0.0,0.612,0.84,0.0509,0.112,0.0,0.116,0.438,4.0,83
0.0,0.546,0.465,0.0287,0.153,0.00259,0.321,0.415,4.0,84
0.0,0.481,0.262,0.0414,0.735,0.0114,0.832,0.375,4.0,84
0.0,0.472,0.366,0.0286,0.15,0.312,0.0837,0.171,4.0,84
0.0,0.557,0.54,0.0347,0.0339,0.00248,0.179,0.394,4.0,84
0.0,0.354,0.731,0.0382,0.0812,0.00124,0.115,0.697,4.0,84
0.0,0.524,0.487,0.0299,0.253,0.0,0.0579,0.482,4.0,84
0.0,0.398,0.546,0.0354,0.365,0.00012,0.125,0.353,4.0,84
0.0,0.426,0.473,0.0335,0.353,0.0,0.0234,0.937,4.0,84
0.0,0.374,0.728,0.036,0.718,0.0,0.114,0.677,4.0,84
0.0,0.602,0.553,0.0328,0.108,0.0,0.0512,0.971,4.0,84
0.0,0.345,0.941,0.0466,3.84e-05,0.633,0.0511,0.407,4.0,85
0.0,0.636,0.676,0.0263,0.0807,0.0,0.0831,0.273,4.0,85
1.0,0.496,0.682,0.0294,0.00552,2.94e-05,0.0589,0.474,4.0,85
0.0,0.26,0.719,0.0364,0.048,0.0,0.454,0.419,4.0,85
0.0,0.546,0.814,0.0314,0.023,0.0,0.0972,0.146,4.0,85
0.0,0.652,0.766,0.0345,0.000761,6.34e-06,0.0739,0.641,4.0,85
0.0,0.512,0.526,0.0251,0.0724,0.0,0.0675,0.249,4.0,85
0.0,0.459,0.858,0.0626,0.0506,0.0,0.184,0.855,4.0,85
0.0,0.363,0.67,0.0552,0.000582,0.548,0.317,0.198,4.0,85
0.0,0.606,0.893,0.0987,0.154,4.18e-05,0.021,0.671,4.0,85
0.0,0.636,0.676,0.0263,0.0807,0.0,0.0831,0.273,4.0,86
0.0,0.512,0.526,0.0251,0.0724,0.0,0.0675,0.249,4.0,86
1.0,0.409,0.99,0.115,0.02,0.0,0.513,0.962,4.0,86
0.0,0.347,0.942,0.0913,0.00196,0.0,0.338,0.66,4.0,86
1.0,0.532,0.969,0.0581,2.41e-05,0.0265,0.0912,0.547,4.0,86
1.0,0.532,0.969,0.0581,2.41e-05,0.0265,0.0912,0.547,4.0,86
0.0,0.652,0.766,0.0345,0.000761,6.34e-06,0.0739,0.641,4.0,86
0.0,0.574,0.966,0.0685,0.0141,0.0,0.43,0.788,4.0,86
0.0,0.574,0.966,0.0685,0.0141,0.0,0.43,0.788,4.0,86
1.0,0.409,0.99,0.115,0.02,0.0,0.513,0.962,4.0,86
1.0,0.907,0.393,0.0539,0.451,1.35e-06,0.135,0.202,4.0,87
1.0,0.857,0.427,0.112,0.281,0.0,0.108,0.366,4.0,87
0.0,0.65,0.306,0.0393,0.57,7.07e-06,0.0707,0.605,4.0,87
0.0,0.547,0.335,0.0307,0.747,0.0,0.101,0.474,3.0,87
0.0,0.629,0.547,0.055,0.72,0.00314,0.0604,0.197,4.0,87
1.0,0.567,0.515,0.247,0.354,0.0,0.078,0.321,1.0,87
1.0,0.684,0.545,0.121,0.159,0.0,0.102,0.407,4.0,87
0.0,0.522,0.914,0.0379,0.000164,0.847,0.24,0.0364,3.0,87
1.0,0.829,0.512,0.187,0.492,0.0,0.12,0.638,4.0,87
1.0,0.808,0.582,0.338,0.827,0.0,0.111,0.675,4.0,87
0.0,0.876,0.673,0.139,0.0524,0.00571,0.0813,0.462,4.0,88
1.0,0.709,0.56,0.171,0.034,0.0,0.315,0.541,4.0,88
0.0,0.735,0.674,0.124,0.18,0.0,0.108,0.561,4.0,88
1.0,0.709,0.56,0.171,0.034,0.0,0.315,0.541,4.0,88
0.0,0.647,0.801,0.249,0.0451,0.0,0.0628,0.517,4.0,88
0.0,0.705,0.562,0.0674,0.257,0.0,0.137,0.569,4.0,88
1.0,0.709,0.56,0.171,0.034,0.0,0.315,0.541,4.0,88
1.0,0.709,0.56,0.171,0.034,0.0,0.315,0.541,4.0,88
0.0,0.705,0.562,0.0674,0.257,0.0,0.137,0.569,4.0,88
0.0,0.705,0.562,0.0674,0.257,0.0,0.137,0.569,4.0,88
1.0,0.709,0.56,0.171,0.034,0.0,0.315,0.541,4.0,89
0.0,0.647,0.801,0.249,0.0451,0.0,0.0628,0.517,4.0,89
0.0,0.735,0.674,0.124,0.18,0.0,0.108,0.561,4.0,89
0.0,0.705,0.562,0.0674,0.257,0.0,0.137,0.569,4.0,89
0.0,0.705,0.562,0.0674,0.257,0.0,0.137,0.569,4.0,89
1.0,0.709,0.56,0.171,0.034,0.0,0.315,0.541,4.0,89
0.0,0.705,0.562,0.0674,0.257,0.0,0.137,0.569,4.0,89
1.0,0.709,0.56,0.171,0.034,0.0,0.315,0.541,4.0,89
0.0,0.741,0.582,0.281,0.291,0.000101,0.152,0.713,4.0,89
0.0,0.865,0.573,0.0678,0.0863,0.0,0.305,0.563,4.0,89
0.0,0.572,0.839,0.0377,0.013,0.00976,0.522,0.465,4.0,90
0.0,0.464,0.417,0.0256,0.136,0.022,0.0974,0.479,4.0,90
0.0,0.612,0.807,0.0336,0.0495,0.0177,0.101,0.398,4.0,90
0.0,0.704,0.797,0.0475,0.0826,0.000745,0.0546,0.825,4.0,90
0.0,0.78,0.46,0.0851,0.455,0.000141,0.061,0.788,4.0,90
0.0,0.671,0.673,0.0444,0.148,5.29e-05,0.304,0.494,4.0,90
0.0,0.606,0.799,0.0261,0.0128,0.0,0.15,0.638,4.0,90
0.0,0.512,0.695,0.0271,0.0265,0.00815,0.146,0.351,4.0,90
0.0,0.421,0.407,0.0267,0.309,0.000961,0.11,0.161,3.0,90
0.0,0.629,0.547,0.055,0.72,0.00314,0.0604,0.197,4.0,90
0.0,0.396,0.293,0.0275,0.941,0.000196,0.105,0.343,3.0,91
0.0,0.65,0.306,0.0393,0.57,7.07e-06,0.0707,0.605,4.0,91
0.0,0.547,0.335,0.0307,0.747,0.0,0.101,0.474,3.0,91
0.0,0.339,0.208,0.0308,0.396,0.000519,0.18,0.288,3.0,91
0.0,0.623,0.537,0.0726,0.332,1.4e-05,0.0963,0.905,4.0,91
0.0,0.487,0.382,0.0309,0.0422,4.74e-06,0.411,0.714,4.0,91
0.0,0.65,0.307,0.0393,0.57,7.07e-06,0.0707,0.604,4.0,91
0.0,0.506,0.475,0.0324,0.83,0.00411,0.124,0.596,4.0,91
0.0,0.647,0.876,0.185,0.881,3.59e-05,0.26,0.949,4.0,91
0.0,0.647,0.876,0.185,0.881,3.59e-05,0.26,0.949,4.0,91
0.0,0.396,0.293,0.0275,0.941,0.000196,0.105,0.343,3.0,92
0.0,0.339,0.208,0.0308,0.396,0.000519,0.18,0.288,3.0,92
0.0,0.358,0.387,0.0324,0.746,0.0121,0.119,0.495,4.0,92
0.0,0.534,0.803,0.0743,0.741,6.07e-05,0.307,0.969,4.0,92
0.0,0.619,0.603,0.0342,0.712,0.0,0.0721,0.958,4.0,92
0.0,0.487,0.382,0.0309,0.0422,4.74e-06,0.411,0.714,4.0,92
0.0,0.623,0.537,0.0726,0.332,1.4e-05,0.0963,0.905,4.0,92
0.0,0.506,0.475,0.0324,0.83,0.00411,0.124,0.596,4.0,92
0.0,0.647,0.876,0.185,0.881,3.59e-05,0.26,0.949,4.0,92
0.0,0.647,0.876,0.185,0.881,3.59e-05,0.26,0.949,4.0,92
0.0,0.342,0.321,0.0302,0.649,0.000521,0.194,0.185,4.0,93
0.0,0.665,0.315,0.0297,0.577,4.84e-06,0.364,0.544,4.0,93
0.0,0.334,0.245,0.0319,0.872,0.0,0.0964,0.205,3.0,93
0.0,0.503,0.613,0.0299,0.216,0.00178,0.0672,0.523,4.0,93
0.0,0.53,0.251,0.0532,0.897,5.2e-05,0.247,0.666,4.0,93
0.0,0.67,0.157,0.0928,0.347,0.00342,0.0969,0.437,4.0,93
0.0,0.665,0.315,0.0297,0.577,4.84e-06,0.364,0.544,4.0,93
0.0,0.728,0.771,0.238,0.702,0.0,0.903,0.905,4.0,93
0.0,0.445,0.211,0.0577,0.93,0.0,0.116,0.214,3.0,93
0.0,0.545,0.0918,0.0475,0.992,0.000357,0.673,0.419,4.0,93
0.0,0.726,0.431,0.135,0.731,0.0,0.696,0.348,4.0,94
0.0,0.498,0.235,0.188,0.72,0.0,0.144,0.0895,4.0,94
1.0,0.624,0.499,0.0495,0.82,0.0,0.12,0.298,4.0,94
0.0,0.845,0.398,0.268,0.872,0.00713,0.159,0.482,4.0,94
0.0,0.835,0.381,0.342,0.757,4.59e-06,0.121,0.31,4.0,94
1.0,0.639,0.446,0.0378,0.295,0.0,0.181,0.363,4.0,94
1.0,0.98,0.413,0.101,0.671,7.95e-05,0.17,0.764,4.0,94
1.0,0.819,0.35,0.062,0.0585,0.243,0.109,0.118,4.0,94
0.0,0.543,0.206,0.0319,0.94,0.453,0.385,0.13,3.0,94
0.0,0.732,0.304,0.111,0.747,6.13e-05,0.143,0.185,4.0,94
0.0,0.823,0.779,0.0492,0.201,0.00019,0.175,0.96,4.0,95
0.0,0.545,0.89,0.0868,0.546,0.0,0.139,0.891,4.0,95
0.0,0.591,0.837,0.0486,0.495,0.0,0.179,0.928,4.0,95
0.0,0.474,0.879,0.115,0.633,0.0,0.16,0.671,4.0,95
0.0,0.775,0.728,0.0481,0.283,0.0,0.253,0.707,4.0,95
0.0,0.607,0.785,0.0372,0.654,0.0,0.104,0.901,4.0,95
0.0,0.823,0.779,0.0492,0.201,0.00019,0.175,0.96,4.0,95
0.0,0.591,0.837,0.0486,0.495,0.0,0.179,0.928,4.0,95
0.0,0.823,0.779,0.0492,0.201,0.00019,0.175,0.96,4.0,95
0.0,0.823,0.779,0.0492,0.201,0.00019,0.175,0.96,4.0,95
0.0,0.735,0.866,0.122,0.256,0.0,0.336,0.8,4.0,96
0.0,0.59,0.84,0.131,0.0147,0.0,0.092,0.636,4.0,96
0.0,0.598,0.651,0.111,0.0242,0.0,0.195,0.704,4.0,96
0.0,0.618,0.873,0.0684,0.0295,0.000107,0.191,0.85,4.0,96
0.0,0.43,0.998,0.392,0.29,1.16e-06,0.165,0.363,3.0,96
0.0,0.552,0.35,0.0245,0.799,0.0,0.121,0.237,4.0,96
0.0,0.402,0.949,0.203,0.0763,1.25e-06,0.0541,0.641,4.0,96
0.0,0.654,0.69,0.117,0.482,6.57e-05,0.0536,0.626,4.0,96
0.0,0.502,0.49,0.068,0.641,5.66e-05,0.76,0.708,4.0,96
0.0,0.665,0.618,0.0326,0.503,0.0,0.131,0.926,4.0,96
0.0,0.614,0.437,0.0366,0.656,0.0,0.681,0.773,4.0,97
0.0,0.667,0.647,0.0381,0.524,0.0,0.0613,0.962,4.0,97
0.0,0.31,0.73,0.0501,0.416,3.9e-06,0.876,0.583,4.0,97
0.0,0.652,0.897,0.0517,0.781,0.00017,0.152,0.776,4.0,97
0.0,0.617,0.671,0.0988,0.505,0.0,0.522,0.72,4.0,97
0.0,0.599,0.664,0.0408,0.827,0.0,0.293,0.452,4.0,97
0.0,0.582,0.891,0.0947,0.538,0.0,0.378,0.661,3.0,97
0.0,0.624,0.938,0.0644,0.129,0.0,0.327,0.836,4.0,97
0.0,0.475,0.686,0.0405,0.762,0.0,0.127,0.509,4.0,97
0.0,0.569,0.785,0.0874,0.0481,0.0,0.606,0.484,4.0,97
0.0,0.277,0.394,0.0336,0.423,0.0,0.0952,0.227,3.0,98
0.0,0.395,0.375,0.034,0.225,0.0,0.145,0.131,4.0,98
0.0,0.321,0.429,0.0302,0.724,9.1e-05,0.0606,0.174,4.0,98
0.0,0.684,0.619,0.0386,0.0716,0.0,0.122,0.284,4.0,98
0.0,0.684,0.619,0.0386,0.0716,0.0,0.122,0.284,4.0,98
0.0,0.265,0.312,0.0569,0.243,0.0,0.0893,0.0998,3.0,98
0.0,0.323,0.405,0.0413,0.849,0.000544,0.138,0.274,5.0,98
0.0,0.543,0.485,0.0305,0.558,0.0,0.12,0.371,4.0,98
0.0,0.571,0.307,0.0499,0.649,0.0,0.178,0.108,4.0,98
0.0,0.408,0.313,0.137,0.617,1.18e-05,0.115,0.725,4.0,98
0.0,0.539,0.508,0.0288,0.727,0.0,0.174,0.227,3.0,99
0.0,0.6,0.294,0.0292,0.871,8.66e-05,0.102,0.342,4.0,99
0.0,0.551,0.55,0.0286,0.777,0.0,0.202,0.342,3.0,99
0.0,0.422,0.34,0.0351,0.877,1.77e-05,0.149,0.223,4.0,99
0.0,0.362,0.763,0.0589,0.015,0.00481,0.237,0.431,4.0,99
0.0,0.509,0.477,0.0262,0.309,0.0168,0.158,0.283,3.0,99
0.0,0.558,0.497,0.0256,0.0285,5.36e-06,0.0799,0.444,4.0,99
0.0,0.776,0.477,0.0308,0.592,0.000184,0.105,0.774,4.0,99
0.0,0.346,0.5,0.0388,0.757,0.0,0.189,0.191,3.0,99
0.0,0.62,0.111,0.0355,0.896,0.00135,0.113,0.477,5.0,99
1.0,0.55,0.917,0.0638,0.00428,0.0,0.197,0.601,4.0,100
0.0,0.665,0.751,0.041,0.0209,5.16e-06,0.121,0.58,4.0,100
0.0,0.286,0.929,0.091,0.00231,0.00074,0.0946,0.127,4.0,100
0.0,0.706,0.474,0.0598,0.242,0.0,0.0789,0.545,4.0,100
0.0,0.286,0.929,0.091,0.00231,0.00074,0.0946,0.127,4.0,100
0.0,0.411,0.897,0.0629,0.00312,0.00921,0.939,0.668,4.0,100
0.0,0.286,0.929,0.091,0.00231,0.00074,0.0946,0.127,4.0,100
0.0,0.286,0.929,0.091,0.00231,0.00074,0.0946,0.127,4.0,100
0.0,0.286,0.929,0.091,0.00231,0.00074,0.0946,0.127,4.0,100
0.0,0.676,0.67,0.051,0.00565,0.00676,0.0805,0.725,4.0,100
0.0,0.111,0.0185,0.0424,0.957,0.94,0.087,0.0459,3.0,101
0.0,0.0685,0.00342,0.0418,0.99,0.91,0.106,0.0581,1.0,101
0.0,0.102,0.0333,0.0476,0.797,0.927,0.111,0.0591,4.0,101
0.0,0.24,0.0119,0.076,0.995,0.828,0.103,0.0358,4.0,101
0.0,0.135,0.000804,0.0507,0.968,0.728,0.108,0.0346,5.0,101
0.0,0.199,0.0459,0.0496,0.994,0.988,0.109,0.0348,5.0,101
0.0,0.199,0.0459,0.0496,0.994,0.988,0.109,0.0348,5.0,101
0.0,0.205,0.005,0.0944,0.988,0.941,0.128,0.0328,4.0,101
0.0,0.209,0.0951,0.0631,0.816,0.972,0.101,0.0328,4.0,101
0.0,0.334,0.265,0.0343,0.855,0.833,0.125,0.0319,4.0,101
0.0,0.539,0.508,0.0288,0.727,0.0,0.174,0.227,3.0,102
0.0,0.6,0.294,0.0292,0.871,8.66e-05,0.102,0.342,4.0,102
0.0,0.551,0.55,0.0286,0.777,0.0,0.202,0.342,3.0,102
0.0,0.422,0.34,0.0351,0.877,1.77e-05,0.149,0.223,4.0,102
0.0,0.509,0.477,0.0262,0.309,0.0168,0.158,0.283,3.0,102
0.0,0.362,0.763,0.0589,0.015,0.00481,0.237,0.431,4.0,102
0.0,0.558,0.497,0.0256,0.0285,5.36e-06,0.0799,0.444,4.0,102
0.0,0.346,0.5,0.0388,0.757,0.0,0.189,0.191,3.0,102
0.0,0.62,0.111,0.0355,0.896,0.00135,0.113,0.477,5.0,102
